size_m2,rooms,area,pets_allowed,floor,housing_type,rent_kr,listed_date,kilde,befolkningstal,andel_studerende_pct,afstand_til_centrum_km,price_per_m2,listed_month,is_almen
45.0,1,Aarhus C,0,ukendt,privat,4800.0,2024-09-19,findbolig,8200,18,0.5,106.7,9,0
54.0,3,Vejlby,0,ukendt,privat,4650.0,2024-10-25,findbolig,9800,20,5.2,86.1,10,0
68.0,3,Viby,1,ukendt,privat,8350.0,2025-12-16,findbolig,15600,28,6.0,122.8,12,0
16.0,1,Trøjborg,0,ukendt,privat,2625.0,2025-07-31,findbolig,7300,45,2.1,164.1,7,0
73.0,3,Brabrand,0,ukendt,privat,9025.0,2025-05-04,findbolig,13100,24,5.5,123.6,5,0
88.0,3,Centrum,1,ukendt,privat,10725.0,2025-03-12,findbolig,6100,22,0.2,121.9,3,0
91.0,3,Centrum,1,ukendt,privat,16550.0,2026-02-20,findbolig,6100,22,0.2,181.9,2,0
72.0,2,Aarhus C,0,ukendt,privat,13300.0,2025-08-10,findbolig,8200,18,0.5,184.7,8,0
56.0,2,Centrum,0,ukendt,privat,6375.0,2025-12-16,findbolig,6100,22,0.2,113.8,12,0
72.0,2,Centrum,0,ukendt,privat,13000.0,2025-08-14,findbolig,6100,22,0.2,180.6,8,0
58.0,1,Trøjborg,1,ukendt,privat,8350.0,2025-05-23,findbolig,7300,45,2.1,144.0,5,0
39.0,1,Centrum,1,ukendt,privat,3900.0,2026-05-19,findbolig,6100,22,0.2,100.0,5,0
55.0,1,Aarhus C,1,ukendt,privat,6025.0,2024-06-18,findbolig,8200,18,0.5,109.5,6,0
58.0,2,Risskov,0,ukendt,privat,5700.0,2025-06-03,findbolig,9400,12,4.8,98.3,6,0
126.0,4,Centrum,0,ukendt,privat,22650.0,2025-08-25,findbolig,6100,22,0.2,179.8,8,0
51.0,2,Hasle,0,ukendt,privat,3950.0,2026-05-31,findbolig,10300,19,3.9,77.5,5,0
68.0,2,Trøjborg,1,ukendt,privat,10150.0,2025-09-29,findbolig,7300,45,2.1,149.3,9,0
62.0,2,Trøjborg,1,ukendt,privat,9525.0,2025-07-05,findbolig,7300,45,2.1,153.6,7,0
46.0,2,Skejby,0,ukendt,privat,5700.0,2025-09-25,findbolig,6700,8,7.8,123.9,9,0
76.0,2,Centrum,0,ukendt,privat,13825.0,2025-11-18,findbolig,6100,22,0.2,181.9,11,0
35.0,2,Trøjborg,0,ukendt,privat,3775.0,2026-04-10,findbolig,7300,45,2.1,107.9,4,0
53.0,2,Vejlby,0,ukendt,privat,7125.0,2024-09-26,findbolig,9800,20,5.2,134.4,9,0
69.0,4,Åbyhøj,0,ukendt,privat,9625.0,2024-09-03,findbolig,11200,15,3.5,139.5,9,0
76.0,2,Centrum,0,ukendt,privat,13250.0,2025-06-21,findbolig,6100,22,0.2,174.3,6,0
94.0,4,Aarhus C,0,ukendt,privat,18075.0,2025-11-21,findbolig,8200,18,0.5,192.3,11,0
90.0,3,Brabrand,1,ukendt,privat,10200.0,2026-04-26,findbolig,13100,24,5.5,113.3,4,0
24.0,1,Aarhus C,0,ukendt,privat,4400.0,2025-11-15,findbolig,8200,18,0.5,183.3,11,0
113.0,3,Åbyhøj,0,ukendt,privat,9100.0,2024-11-25,findbolig,11200,15,3.5,80.5,11,0
59.0,2,Aarhus C,0,ukendt,privat,10200.0,2024-09-30,findbolig,8200,18,0.5,172.9,9,0
165.0,6,Viby,0,ukendt,privat,17525.0,2025-06-16,findbolig,15600,28,6.0,106.2,6,0
111.0,5,Åbyhøj,1,ukendt,privat,13900.0,2026-04-14,findbolig,11200,15,3.5,125.2,4,0
50.0,2,Brabrand,1,ukendt,privat,6075.0,2025-10-16,findbolig,13100,24,5.5,121.5,10,0
64.0,2,Åbyhøj,0,ukendt,privat,8575.0,2025-01-02,findbolig,11200,15,3.5,134.0,1,0
79.0,3,Trøjborg,1,ukendt,privat,11800.0,2026-01-29,findbolig,7300,45,2.1,149.4,1,0
121.0,5,Viby,0,ukendt,privat,14725.0,2025-05-29,findbolig,15600,28,6.0,121.7,5,0
83.0,3,Brabrand,1,ukendt,privat,7175.0,2026-02-05,findbolig,13100,24,5.5,86.4,2,0
56.0,2,Åbyhøj,1,ukendt,privat,7325.0,2025-08-05,findbolig,11200,15,3.5,130.8,8,0
72.0,2,Skejby,1,ukendt,privat,9425.0,2026-06-11,findbolig,6700,8,7.8,130.9,6,0
65.0,3,Vejlby,0,ukendt,privat,8625.0,2025-07-29,findbolig,9800,20,5.2,132.7,7,0
68.0,2,Vejlby,0,ukendt,privat,8175.0,2025-04-07,findbolig,9800,20,5.2,120.2,4,0
85.0,3,Åbyhøj,1,ukendt,privat,10325.0,2026-07-23,findbolig,11200,15,3.5,121.5,7,0
92.0,4,Skejby,0,ukendt,privat,8775.0,2024-11-15,findbolig,6700,8,7.8,95.4,11,0
82.0,3,Viby,0,ukendt,privat,9175.0,2025-09-12,findbolig,15600,28,6.0,111.9,9,0
40.0,1,Åbyhøj,0,ukendt,privat,5300.0,2024-11-11,findbolig,11200,15,3.5,132.5,11,0
48.0,1,Åbyhøj,0,ukendt,privat,6125.0,2025-09-08,findbolig,11200,15,3.5,127.6,9,0
64.0,2,Vejlby,0,ukendt,privat,8225.0,2024-11-26,findbolig,9800,20,5.2,128.5,11,0
70.0,2,Risskov,1,ukendt,privat,11100.0,2025-03-15,findbolig,9400,12,4.8,158.6,3,0
53.0,2,Centrum,0,ukendt,privat,9450.0,2024-11-10,findbolig,6100,22,0.2,178.3,11,0
87.0,3,Vejlby,1,ukendt,privat,10600.0,2024-06-24,findbolig,9800,20,5.2,121.8,6,0
53.0,2,Aarhus C,1,ukendt,privat,9850.0,2024-06-26,findbolig,8200,18,0.5,185.8,6,0
110.0,3,Skejby,1,3,privat,13050.0,2024-07-24,lejebolig_dk,6700,8,7.8,118.6,7,0
61.0,3,Skejby,0,1,almen,5475.0,2025-10-13,lejebolig_dk,6700,8,7.8,89.8,10,1
56.0,2,Skejby,0,2,privat,7825.0,2024-11-03,lejebolig_dk,6700,8,7.8,139.7,11,0
16.0,1,Brabrand,1,2,privat,2200.0,2025-03-18,lejebolig_dk,13100,24,5.5,137.5,3,0
68.0,2,Åbyhøj,0,stuen,almen,4475.0,2025-12-22,lejebolig_dk,11200,15,3.5,65.8,12,1
60.0,1,Trøjborg,0,3,almen,6325.0,2024-10-09,lejebolig_dk,7300,45,2.1,105.4,10,1
55.0,1,Åbyhøj,0,1,privat,7125.0,2025-09-11,lejebolig_dk,11200,15,3.5,129.5,9,0
76.0,3,Aarhus C,1,2,almen,8500.0,2025-07-27,lejebolig_dk,8200,18,0.5,111.8,7,1
78.0,4,Aarhus C,0,3,privat,14625.0,2026-06-30,lejebolig_dk,8200,18,0.5,187.5,6,0
42.0,1,Åbyhøj,0,4+,privat,5200.0,2024-08-25,lejebolig_dk,11200,15,3.5,123.8,8,0
47.0,1,Risskov,0,2,privat,6950.0,2025-03-20,lejebolig_dk,9400,12,4.8,147.9,3,0
57.0,2,Aarhus C,1,2,almen,6825.0,2024-10-15,lejebolig_dk,8200,18,0.5,119.7,10,1
85.0,2,Risskov,1,stuen,almen,6700.0,2026-05-21,lejebolig_dk,9400,12,4.8,78.8,5,1
81.0,2,Vejlby,0,stuen,privat,10550.0,2026-01-03,lejebolig_dk,9800,20,5.2,130.2,1,0
37.0,1,Åbyhøj,1,3,almen,3000.0,2026-03-24,lejebolig_dk,11200,15,3.5,81.1,3,1
41.0,1,Trøjborg,0,1,privat,6200.0,2026-04-11,lejebolig_dk,7300,45,2.1,151.2,4,0
86.0,3,Viby,0,2,almen,7025.0,2026-05-04,lejebolig_dk,15600,28,6.0,81.7,5,1
106.0,5,Aarhus C,0,1,almen,13675.0,2025-02-26,lejebolig_dk,8200,18,0.5,129.0,2,1
67.0,2,Hasle,0,3,almen,5850.0,2025-05-13,lejebolig_dk,10300,19,3.9,87.3,5,1
52.0,2,Vejlby,1,1,privat,6750.0,2026-04-04,lejebolig_dk,9800,20,5.2,129.8,4,0
94.0,4,Trøjborg,1,3,almen,8600.0,2025-08-16,lejebolig_dk,7300,45,2.1,91.5,8,1
61.0,3,Skejby,0,2,almen,5775.0,2026-04-20,lejebolig_dk,6700,8,7.8,94.7,4,1
85.0,2,Brabrand,0,3,privat,8525.0,2025-01-07,lejebolig_dk,13100,24,5.5,100.3,1,0
105.0,4,Vejlby,0,1,privat,12275.0,2025-05-25,lejebolig_dk,9800,20,5.2,116.9,5,0
83.0,4,Vejlby,0,4+,almen,7150.0,2025-08-12,lejebolig_dk,9800,20,5.2,86.1,8,1
70.0,2,Skejby,1,2,privat,9425.0,2025-02-16,lejebolig_dk,6700,8,7.8,134.6,2,0
86.0,3,Hasle,1,2,privat,10975.0,2025-04-15,lejebolig_dk,10300,19,3.9,127.6,4,0
53.0,1,Hasle,1,2,privat,5125.0,2025-03-30,lejebolig_dk,10300,19,3.9,96.7,3,0
64.0,2,Centrum,0,1,privat,11500.0,2026-03-05,lejebolig_dk,6100,22,0.2,179.7,3,0
54.0,1,Aarhus C,0,3,privat,9825.0,2024-09-12,lejebolig_dk,8200,18,0.5,181.9,9,0
63.0,2,Centrum,0,1,privat,11075.0,2024-11-09,lejebolig_dk,6100,22,0.2,175.8,11,0
56.0,3,Risskov,0,1,privat,9475.0,2025-06-19,lejebolig_dk,9400,12,4.8,169.2,6,0
64.0,3,Centrum,0,4+,privat,10925.0,2024-11-02,lejebolig_dk,6100,22,0.2,170.7,11,0
59.0,2,Trøjborg,1,1,privat,8750.0,2026-01-11,lejebolig_dk,7300,45,2.1,148.3,1,0
70.0,2,Brabrand,1,3,privat,7050.0,2025-07-29,lejebolig_dk,13100,24,5.5,100.7,7,0
70.0,3,Centrum,1,stuen,privat,12275.0,2025-07-22,lejebolig_dk,6100,22,0.2,175.4,7,0
75.0,3,Risskov,1,2,privat,10900.0,2026-05-23,lejebolig_dk,9400,12,4.8,145.3,5,0
102.0,4,Viby,0,stuen,privat,11725.0,2025-05-21,lejebolig_dk,15600,28,6.0,115.0,5,0
31.0,1,Aarhus C,0,1,almen,3700.0,2025-01-01,lejebolig_dk,8200,18,0.5,119.4,1,1
99.0,3,Risskov,0,1,privat,15250.0,2026-05-02,lejebolig_dk,9400,12,4.8,154.0,5,0
62.0,3,Åbyhøj,0,2,almen,5450.0,2025-08-17,lejebolig_dk,11200,15,3.5,87.9,8,1
38.0,1,Viby,1,stuen,privat,4000.0,2025-08-05,lejebolig_dk,15600,28,6.0,105.3,8,0
64.0,2,Hasle,0,1,privat,8425.0,2025-01-12,lejebolig_dk,10300,19,3.9,131.6,1,0
70.0,3,Centrum,0,3,almen,7550.0,2026-02-02,lejebolig_dk,6100,22,0.2,107.9,2,1
94.0,4,Brabrand,1,3,privat,10050.0,2024-11-06,lejebolig_dk,13100,24,5.5,106.9,11,0
43.0,2,Trøjborg,0,3,almen,4375.0,2026-05-05,lejebolig_dk,7300,45,2.1,101.7,5,1
73.0,2,Aarhus C,0,2,almen,8150.0,2026-07-22,lejebolig_dk,8200,18,0.5,111.6,7,1
71.0,3,Centrum,1,3,privat,12900.0,2026-06-20,lejebolig_dk,6100,22,0.2,181.7,6,0
28.0,1,Trøjborg,0,2,privat,4175.0,2025-01-02,lejebolig_dk,7300,45,2.1,149.1,1,0
40.0,1,Viby,1,1,privat,5000.0,2025-03-08,lejebolig_dk,15600,28,6.0,125.0,3,0
82.0,3,Aarhus C,0,3,privat,15100.0,2024-06-14,lejebolig_dk,8200,18,0.5,184.1,6,0
85.0,3,Centrum,0,1,privat,15200.0,2024-07-27,lejebolig_dk,6100,22,0.2,178.8,7,0
94.0,4,Viby,0,stuen,privat,10350.0,2025-11-03,lejebolig_dk,15600,28,6.0,110.1,11,0
81.0,3,Viby,0,4+,privat,9675.0,2026-04-18,lejebolig_dk,15600,28,6.0,119.4,4,0
77.0,2,Centrum,1,stuen,almen,9050.0,2024-06-07,lejebolig_dk,6100,22,0.2,117.5,6,1
71.0,2,Aarhus C,0,3,almen,8300.0,2026-05-22,lejebolig_dk,8200,18,0.5,116.9,5,1
97.0,3,Vejlby,0,1,privat,11250.0,2024-07-18,lejebolig_dk,9800,20,5.2,116.0,7,0
48.0,1,Viby,1,4+,almen,3150.0,2026-07-14,lejebolig_dk,15600,28,6.0,65.6,7,1
65.0,3,Aarhus C,0,2,privat,11675.0,2025-01-04,lejebolig_dk,8200,18,0.5,179.6,1,0
77.0,3,Åbyhøj,0,4+,privat,9950.0,2025-05-19,lejebolig_dk,11200,15,3.5,129.2,5,0
30.0,2,Aarhus C,1,2,privat,5125.0,2025-12-12,lejebolig_dk,8200,18,0.5,170.8,12,0
99.0,4,Vejlby,0,3,privat,13900.0,2025-03-17,lejebolig_dk,9800,20,5.2,140.4,3,0
49.0,2,Aarhus C,1,2,privat,8700.0,2024-07-01,lejebolig_dk,8200,18,0.5,177.6,7,0
66.0,2,Aarhus C,0,4+,privat,11850.0,2025-05-05,lejebolig_dk,8200,18,0.5,179.5,5,0
120.0,4,Åbyhøj,0,2,privat,14925.0,2025-10-30,lejebolig_dk,11200,15,3.5,124.4,10,0
48.0,1,Brabrand,0,4+,privat,4975.0,2026-05-21,lejebolig_dk,13100,24,5.5,103.6,5,0
55.0,2,Aarhus C,1,2,almen,7075.0,2024-10-03,lejebolig_dk,8200,18,0.5,128.6,10,1
105.0,4,Aarhus C,0,4+,almen,11275.0,2025-01-25,lejebolig_dk,8200,18,0.5,107.4,1,1
42.0,1,Centrum,0,stuen,privat,7100.0,2025-05-15,lejebolig_dk,6100,22,0.2,169.0,5,0
58.0,2,Viby,0,1,privat,6200.0,2025-01-04,lejebolig_dk,15600,28,6.0,106.9,1,0
80.0,3,Centrum,0,4+,privat,13725.0,2024-07-06,lejebolig_dk,6100,22,0.2,171.6,7,0
79.0,3,Centrum,1,1,privat,14775.0,2024-12-31,lejebolig_dk,6100,22,0.2,187.0,12,0
82.0,3,Trøjborg,0,2,privat,11675.0,2025-08-26,lejebolig_dk,7300,45,2.1,142.4,8,0
77.0,4,Hasle,1,2,almen,5775.0,2025-03-09,lejebolig_dk,10300,19,3.9,75.0,3,1
100.0,5,Risskov,0,stuen,privat,14175.0,2025-06-12,lejebolig_dk,9400,12,4.8,141.8,6,0
92.0,3,Trøjborg,1,stuen,privat,13150.0,2025-06-22,lejebolig_dk,7300,45,2.1,142.9,6,0
82.0,3,Trøjborg,1,2,almen,7825.0,2025-10-10,lejebolig_dk,7300,45,2.1,95.4,10,1
52.0,2,Åbyhøj,0,1,privat,6475.0,2024-07-25,lejebolig_dk,11200,15,3.5,124.5,7,0
51.0,2,Trøjborg,0,4+,privat,7375.0,2024-06-14,lejebolig_dk,7300,45,2.1,144.6,6,0
22.0,2,Viby,1,1,privat,2800.0,2026-06-13,lejebolig_dk,15600,28,6.0,127.3,6,0
84.0,3,Centrum,0,1,privat,15100.0,2025-06-18,lejebolig_dk,6100,22,0.2,179.8,6,0
24.0,2,Åbyhøj,1,stuen,almen,2200.0,2026-04-13,lejebolig_dk,11200,15,3.5,91.7,4,1
89.0,4,Aarhus C,0,2,privat,15550.0,2026-02-07,lejebolig_dk,8200,18,0.5,174.7,2,0
112.0,4,Hasle,1,4+,privat,11900.0,2026-02-27,lejebolig_dk,10300,19,3.9,106.2,2,0
43.0,1,Trøjborg,1,4+,privat,6725.0,2024-11-20,lejebolig_dk,7300,45,2.1,156.4,11,0
52.0,2,Brabrand,0,2,privat,4900.0,2025-12-21,lejebolig_dk,13100,24,5.5,94.2,12,0
57.0,3,Vejlby,1,2,almen,4950.0,2026-02-26,lejebolig_dk,9800,20,5.2,86.8,2,1
88.0,3,Centrum,0,2,privat,15275.0,2026-07-12,lejebolig_dk,6100,22,0.2,173.6,7,0
47.0,2,Hasle,0,3,privat,5375.0,2024-06-18,lejebolig_dk,10300,19,3.9,114.4,6,0
65.0,3,Risskov,1,stuen,almen,6900.0,2025-02-28,lejebolig_dk,9400,12,4.8,106.2,2,1
55.0,3,Vejlby,1,4+,almen,4175.0,2025-03-12,lejebolig_dk,9800,20,5.2,75.9,3,1
62.0,3,Viby,1,4+,privat,7825.0,2025-07-07,lejebolig_dk,15600,28,6.0,126.2,7,0
99.0,3,Aarhus C,0,2,almen,10425.0,2025-11-14,lejebolig_dk,8200,18,0.5,105.3,11,1
45.0,1,Centrum,0,1,privat,7975.0,2025-11-02,lejebolig_dk,6100,22,0.2,177.2,11,0
70.0,3,Trøjborg,0,2,privat,11125.0,2024-12-23,lejebolig_dk,7300,45,2.1,158.9,12,0
75.0,3,Risskov,1,2,almen,6775.0,2025-09-17,lejebolig_dk,9400,12,4.8,90.3,9,1
89.0,3,Risskov,1,1,privat,15050.0,2025-02-15,lejebolig_dk,9400,12,4.8,169.1,2,0
38.0,1,Centrum,0,stuen,almen,4450.0,2025-12-18,lejebolig_dk,6100,22,0.2,117.1,12,1
95.0,3,Risskov,0,3,almen,7600.0,2025-04-03,lejebolig_dk,9400,12,4.8,80.0,4,1
78.0,2,Brabrand,1,4+,privat,8925.0,2024-10-20,lejebolig_dk,13100,24,5.5,114.4,10,0
89.0,3,Trøjborg,1,3,almen,9650.0,2026-01-18,lejebolig_dk,7300,45,2.1,108.4,1,1
70.0,2,Trøjborg,0,1,privat,10075.0,2024-10-20,lejebolig_dk,7300,45,2.1,143.9,10,0
29.0,1,Centrum,1,2,privat,4950.0,2025-08-03,lejebolig_dk,6100,22,0.2,170.7,8,0
52.0,2,Centrum,0,1,almen,6025.0,2024-07-13,lejebolig_dk,6100,22,0.2,115.9,7,1
88.0,3,Centrum,1,4+,privat,13975.0,2025-02-19,lejebolig_dk,6100,22,0.2,158.8,2,0
69.0,3,Hasle,1,1,almen,5400.0,2024-10-18,lejebolig_dk,10300,19,3.9,78.3,10,1
67.0,3,Hasle,1,1,almen,5675.0,2025-01-28,lejebolig_dk,10300,19,3.9,84.7,1,1
111.0,4,Centrum,0,2,almen,11975.0,2025-05-11,lejebolig_dk,6100,22,0.2,107.9,5,1
121.0,5,Trøjborg,0,3,privat,19050.0,2025-06-11,lejebolig_dk,7300,45,2.1,157.4,6,0
67.0,3,Åbyhøj,0,2,privat,9900.0,2024-10-26,lejebolig_dk,11200,15,3.5,147.8,10,0
114.0,4,Åbyhøj,1,stuen,privat,12700.0,2025-10-12,lejebolig_dk,11200,15,3.5,111.4,10,0
20.0,2,Centrum,1,2,privat,3350.0,2025-10-03,lejebolig_dk,6100,22,0.2,167.5,10,0
19.0,1,Aarhus C,0,3,privat,3350.0,2025-12-21,lejebolig_dk,8200,18,0.5,176.3,12,0
89.0,4,Viby,0,1,privat,10875.0,2024-11-27,lejebolig_dk,15600,28,6.0,122.2,11,0
62.0,2,Aarhus C,1,2,almen,7150.0,2025-03-10,lejebolig_dk,8200,18,0.5,115.3,3,1
82.0,3,Trøjborg,1,1,privat,11400.0,2026-05-23,lejebolig_dk,7300,45,2.1,139.0,5,0
80.0,2,Viby,1,1,almen,4975.0,2024-08-11,lejebolig_dk,15600,28,6.0,62.2,8,1
66.0,3,Skejby,1,1,almen,5350.0,2024-06-30,lejebolig_dk,6700,8,7.8,81.1,6,1
84.0,3,Trøjborg,0,2,almen,9100.0,2025-04-17,lejebolig_dk,7300,45,2.1,108.3,4,1
72.0,2,Viby,1,3,privat,7550.0,2026-07-15,lejebolig_dk,15600,28,6.0,104.9,7,0
31.0,1,Brabrand,1,3,privat,3025.0,2026-01-19,lejebolig_dk,13100,24,5.5,97.6,1,0
73.0,3,Trøjborg,1,1,privat,11300.0,2024-10-02,lejebolig_dk,7300,45,2.1,154.8,10,0
72.0,3,Hasle,1,1,almen,5375.0,2025-11-18,lejebolig_dk,10300,19,3.9,74.7,11,1
112.0,4,Åbyhøj,1,1,privat,13350.0,2024-09-02,lejebolig_dk,11200,15,3.5,119.2,9,0
41.0,1,Risskov,1,3,privat,6600.0,2026-04-11,lejebolig_dk,9400,12,4.8,161.0,4,0
68.0,3,Brabrand,0,3,privat,7525.0,2025-02-09,lejebolig_dk,13100,24,5.5,110.7,2,0
58.0,2,Viby,1,3,privat,6250.0,2025-04-10,lejebolig_dk,15600,28,6.0,107.8,4,0
65.0,3,Aarhus C,0,1,privat,11575.0,2026-02-06,lejebolig_dk,8200,18,0.5,178.1,2,0
108.0,4,Åbyhøj,0,1,almen,9750.0,2026-05-11,lejebolig_dk,11200,15,3.5,90.3,5,1
77.0,3,Risskov,1,4+,privat,11575.0,2024-06-29,lejebolig_dk,9400,12,4.8,150.3,6,0
57.0,2,Åbyhøj,0,2,privat,7425.0,2025-12-28,lejebolig_dk,11200,15,3.5,130.3,12,0
72.0,3,Skejby,0,3,almen,6825.0,2026-04-09,lejebolig_dk,6700,8,7.8,94.8,4,1
86.0,3,Risskov,1,1,privat,13800.0,2025-04-04,lejebolig_dk,9400,12,4.8,160.5,4,0
44.0,1,Vejlby,0,2,privat,4725.0,2024-08-18,lejebolig_dk,9800,20,5.2,107.4,8,0
62.0,2,Centrum,0,1,privat,10600.0,2024-12-23,lejebolig_dk,6100,22,0.2,171.0,12,0
105.0,3,Trøjborg,0,2,privat,15075.0,2025-04-13,lejebolig_dk,7300,45,2.1,143.6,4,0
89.0,3,Hasle,1,2,privat,10575.0,2025-01-22,lejebolig_dk,10300,19,3.9,118.8,1,0
67.0,3,Skejby,0,4+,privat,9550.0,2024-08-18,lejebolig_dk,6700,8,7.8,142.5,8,0
57.0,2,Risskov,1,1,almen,6050.0,2026-06-11,lejebolig_dk,9400,12,4.8,106.1,6,1
64.0,3,Centrum,1,3,almen,6975.0,2026-07-12,lejebolig_dk,6100,22,0.2,109.0,7,1
31.0,2,Vejlby,1,1,privat,3650.0,2026-01-02,lejebolig_dk,9800,20,5.2,117.7,1,0
91.0,2,Trøjborg,0,2,almen,8550.0,2025-03-13,lejebolig_dk,7300,45,2.1,94.0,3,1
76.0,3,Brabrand,1,4+,almen,4850.0,2025-02-28,lejebolig_dk,13100,24,5.5,63.8,2,1
71.0,2,Risskov,0,1,privat,11825.0,2025-07-13,lejebolig_dk,9400,12,4.8,166.5,7,0
37.0,2,Hasle,1,2,almen,2975.0,2025-04-18,lejebolig_dk,10300,19,3.9,80.4,4,1
51.0,2,Centrum,0,4+,almen,5800.0,2025-04-03,lejebolig_dk,6100,22,0.2,113.7,4,1
80.0,3,Viby,0,3,almen,6650.0,2025-04-10,lejebolig_dk,15600,28,6.0,83.1,4,1
74.0,3,Hasle,1,4+,privat,8425.0,2026-04-25,lejebolig_dk,10300,19,3.9,113.9,4,0
56.0,2,Centrum,1,2,almen,6050.0,2025-01-14,lejebolig_dk,6100,22,0.2,108.0,1,1
80.0,3,Trøjborg,0,1,privat,11725.0,2026-07-22,lejebolig_dk,7300,45,2.1,146.6,7,0
91.0,2,Skejby,0,stuen,privat,12525.0,2025-07-08,lejebolig_dk,6700,8,7.8,137.6,7,0
52.0,1,Trøjborg,1,4+,privat,7975.0,2026-04-12,lejebolig_dk,7300,45,2.1,153.4,4,0
55.0,2,Aarhus C,0,stuen,almen,6675.0,2025-03-23,lejebolig_dk,8200,18,0.5,121.4,3,1
47.0,1,Viby,1,4+,almen,3575.0,2025-07-14,lejebolig_dk,15600,28,6.0,76.1,7,1
40.0,1,Trøjborg,0,4+,privat,5750.0,2026-06-12,lejebolig_dk,7300,45,2.1,143.8,6,0
87.0,4,Centrum,1,4+,privat,15625.0,2025-01-27,lejebolig_dk,6100,22,0.2,179.6,1,0
80.0,3,Aarhus C,0,3,almen,9075.0,2025-04-25,lejebolig_dk,8200,18,0.5,113.4,4,1
76.0,3,Åbyhøj,0,3,almen,7050.0,2024-10-13,lejebolig_dk,11200,15,3.5,92.8,10,1
40.0,1,Risskov,0,1,privat,5875.0,2025-05-25,lejebolig_dk,9400,12,4.8,146.9,5,0
43.0,2,Viby,1,3,privat,4925.0,2025-10-20,lejebolig_dk,15600,28,6.0,114.5,10,0
66.0,2,Centrum,0,2,privat,11675.0,2025-04-30,lejebolig_dk,6100,22,0.2,176.9,4,0
58.0,2,Aarhus C,0,2,privat,10775.0,2025-11-15,lejebolig_dk,8200,18,0.5,185.8,11,0
71.0,2,Hasle,1,stuen,almen,4875.0,2025-01-14,lejebolig_dk,10300,19,3.9,68.7,1,1
51.0,2,Trøjborg,1,stuen,almen,4675.0,2025-12-03,lejebolig_dk,7300,45,2.1,91.7,12,1
84.0,4,Hasle,1,3,privat,9575.0,2025-02-10,lejebolig_dk,10300,19,3.9,114.0,2,0
111.0,3,Åbyhøj,0,stuen,almen,7825.0,2024-07-25,lejebolig_dk,11200,15,3.5,70.5,7,1
105.0,3,Hasle,1,3,almen,8800.0,2024-06-17,lejebolig_dk,10300,19,3.9,83.8,6,1
107.0,4,Brabrand,1,2,almen,7750.0,2026-07-05,lejebolig_dk,13100,24,5.5,72.4,7,1
70.0,2,Aarhus C,0,stuen,almen,7100.0,2025-12-07,lejebolig_dk,8200,18,0.5,101.4,12,1
90.0,3,Centrum,1,2,privat,14975.0,2026-03-31,lejebolig_dk,6100,22,0.2,166.4,3,0
59.0,3,Centrum,0,3,almen,7050.0,2025-03-24,lejebolig_dk,6100,22,0.2,119.5,3,1
90.0,3,Brabrand,0,4+,almen,5750.0,2026-05-13,lejebolig_dk,13100,24,5.5,63.9,5,1
59.0,3,Skejby,0,1,almen,4775.0,2025-01-31,lejebolig_dk,6700,8,7.8,80.9,1,1
56.0,2,Hasle,1,1,privat,7150.0,2025-04-27,lejebolig_dk,10300,19,3.9,127.7,4,0
53.0,1,Brabrand,1,2,privat,5175.0,2025-01-15,lejebolig_dk,13100,24,5.5,97.6,1,0
85.0,3,Viby,1,2,privat,9475.0,2024-09-04,lejebolig_dk,15600,28,6.0,111.5,9,0
75.0,3,Hasle,1,1,privat,9250.0,2026-05-11,lejebolig_dk,10300,19,3.9,123.3,5,0
72.0,2,Brabrand,1,1,privat,7075.0,2025-05-30,lejebolig_dk,13100,24,5.5,98.3,5,0
41.0,1,Vejlby,0,stuen,privat,5025.0,2024-11-21,lejebolig_dk,9800,20,5.2,122.6,11,0
71.0,3,Viby,1,2,privat,8275.0,2024-06-30,lejebolig_dk,15600,28,6.0,116.5,6,0
